userId,Action,Animation,Comedy,Crime,Drama,Horror,Mystery,Thriller,label
3,3.641005314093986,4.101252723311546,3.359570738017429,4.114974809368191,3.9531622452902724,3.5432325708061,3.865344622697564,3.5648488562091503,48
57,3.3487161565739463,3.2704051026061896,3.9281673836969815,4.280610653355219,4.072826876352911,2.5736094762686377,4.335877722313411,3.8788165834701163,10
84,2.975863598127423,3.4078428292137968,3.455899493357048,3.711705185495508,3.623890168970814,2.8972542242703536,3.6215677803379416,3.993135560675883,86
95,3.6256552159961255,3.7623874522912986,3.6700450817298647,3.8455518439893437,3.8346730496514976,2.982207375957376,3.682207375957376,3.45551843989344,69
113,3.6461053708695217,3.709965558550464,3.6689948337825697,3.646649445941899,3.443864301654928,3.814948337825696,4.351958670260556,4.064948337825696,60
174,3.299504619092248,1.2103896103896106,3.36167321051042,4.5420779220779215,4.041876490856082,4.078849721706865,3.275974025974026,4.025974025974026,38
181,1.8178809018874578,2.2864270566237392,1.6385713367650752,2.2019873141954327,2.108330699505157,2.1221030062915265,3.0879351614433235,2.6291416452989913,34
185,3.9070905019536495,4.315811531909613,4.097371729786442,4.578952882977403,4.3672797650316895,4.223717297864419,3.9824781985762794,4.223717297864419,13
187,3.9248501196870764,3.6163797512011797,3.7107998598623597,4.05960914085914,4.0507456732456735,3.7570472186543613,3.972179525020434,3.7715527528027524,6
207,3.625130244150773,3.2549492777293842,3.2049953888844898,3.9646392341235277,3.641279450139969,2.834983092576462,4.003299518486256,3.503299518486256,97
208,4.078238649853233,3.867538229517396,4.505400773081694,4.5102614688552185,4.37350764590348,4.534204896184063,4.534204896184063,2.3013073442760943,14
228,3.3018702805343887,3.6469320396951974,3.3440501924240755,3.606829799968897,3.3728409261304,2.696063338058952,3.289110033079331,2.933665049618997,64
243,2.4468642227987325,3.2957958512352308,2.7201236369432356,3.4567707422626333,3.3831012901572115,3.2617618264411026,3.356856986215538,3.273523652882205,47
284,2.586511445722973,3.45277739343421,2.986405613261364,3.417222013578571,3.1724048746743416,2.9200923491749995,3.1205540950499984,2.3013852376249955,90
294,3.397365544201583,3.824918009745127,3.3424497362167975,3.539281809987863,3.571498360194903,3.2732084292675094,3.729967203898051,3.1277595577211392,36
321,2.917260074445703,4.104989604989605,3.0735096798926587,3.9493243243243246,3.6108411782569085,3.170860515688102,4.136486486486486,4.396805896805897,27
357,2.9909870588860543,3.249212549603174,3.004528762233421,3.230160553804855,3.3424172730869803,3.0782339498299316,3.6031823536706353,3.173818824404762,9
408,3.763272200772201,4.120535714285714,3.7713509316770186,4.206845238095238,4.053571428571429,3.5964285714285715,3.9940476190476186,4.241071428571429,79
416,2.783212722050246,3.181531725754908,3.613021219414274,3.539990270534867,4.041331387440307,2.9299562174069025,2.9533041449379347,2.6799562174069025,40
426,2.83813494289092,3.9917233602472084,2.8757930543314028,3.4150502683448365,3.145515001035149,3.4071671543916606,3.5286200230690357,3.5562925201854068,63
440,3.1905887270105446,3.635820927195467,3.5437115933052827,3.814016884554748,3.722816773292749,3.5317697635370298,3.9921109556454875,3.8611941723796033,75
450,2.498933963829434,4.1031462585034015,2.9460867175152887,3.269416702851353,3.2161653416386637,2.906953892668178,3.5295609152752014,3.5406462585034015,65
469,3.2582345372667953,3.1428336746885135,3.3229098217841497,2.999868578255675,3.196405103259942,3.749671445639187,3.749671445639187,3.1664476304261244,63
494,3.454331372266445,3.4116544766054573,2.958935853543697,3.5666119167574437,3.305415025696888,3.3921054224158804,3.7687973337483145,3.7175441781650935,97
514,3.6068254797045523,2.9933350737956,3.4459525052711144,3.7773546078600377,3.6072574720909167,3.7433350737956,3.8288900491970663,3.2433350737956,56
521,3.193124583749584,2.8692795299938156,2.7787916106881627,3.763398268398268,3.3574434824434825,3.7169913419913425,4.021239177489178,3.792478354978355,49
541,4.096962294211365,4.18175983436853,4.295714285714286,4.515251509054326,4.271570415400203,4.1082857142857145,4.726122448979591,4.520714285714286,98
548,3.2069121552880007,3.462935409092715,3.152867406751412,3.349956612379372,3.4882846412230566,2.886686887216101,3.378280111690066,3.085668715061975,64
567,3.905721585461518,3.9920860389610393,3.9772428857906803,4.209050324675325,4.008986002205343,3.82058064703154,4.207502319109462,3.8503594619666046,74
598,3.0557534657920464,0.9142958310358029,3.285967397096513,3.992313139788509,3.2370396598981714,2.1333569390835403,2.8600283269002484,3.6500708172506204,61
608,3.50798858097432,3.8157888427649524,3.4767350879583163,3.6616533842439916,3.5896881850841593,3.278944213824764,3.81578684485397,2.94736053456191,12
647,3.4003277009728623,3.5084656084656087,3.4059712773998485,3.379232804232804,3.231015873015873,3.4020317460317457,3.6101587301587306,3.2753968253968258,53
653,3.652416773031371,4.244138340990867,3.9135865496423135,3.7277732095810188,3.7910567313074743,3.492368116726636,3.910634062874808,3.571268125749617,45
738,2.9291225664386826,4.70998628700492,2.7595448312274966,3.8026080994349964,3.3558725805398386,2.72999314350246,3.85499314350246,2.97999314350246,63
740,3.291480624105638,3.4702371142375497,3.2416665418120516,3.5802843853576305,3.685386373908157,3.3993049833052376,3.613094257094693,3.6979149499157122,62
757,3.5082653985507246,3.875919117647059,3.56148298816568,4.002488938053097,3.745348282442748,3.587542808219178,4.0390625,3.9640625,87
801,3.2458640828160377,3.495834350865411,3.487351372178347,3.5817309369558368,3.444826063234363,2.8697929385817638,3.4947929385817638,3.5437515262981165,53
803,3.2845552384928762,3.3387702522355074,3.4468915801191335,3.6676181274745474,3.6407581837550143,2.9851605883440637,3.4807087648472828,3.0768654903307455,85
847,2.993918781412846,3.732967102583827,3.2667821011237215,3.604636012941762,3.6442518708008063,2.9988604981287903,3.2835166749626676,3.2550936999717486,43
858,2.7732598489941034,3.53802000448144,2.933142949148856,3.5475848505218672,3.5413226419322115,2.1207923128632005,3.633787508402701,2.883787508402701,68
859,3.8214086304538566,4.203548085901026,3.9445207570207566,4.114875864875865,4.158910533910534,3.823015873015873,4.371693121693122,4.120039682539682,58
871,3.446122707876831,3.921948160535117,3.592399786728709,3.898341137123746,3.9447005168744296,3.807448250926512,4.1058142526369945,3.770865849126719,87
876,3.0075100849554124,3.168199494073476,3.487486052660849,3.7168584366444226,3.6201030222336747,3.648324177869398,4.312370488993597,3.0932967114775924,62
901,3.3767333748442954,3.4557004358651007,2.857217486057631,3.7332633872974212,3.6915201162306936,3.396728065209274,3.810668119550335,3.9035021793255034,25
904,4.205378577006696,4.523108202046558,4.12741793451663,4.342436349799363,4.43675021595124,4.1421558210941765,4.407752022088884,4.2985272242977715,98
919,4.1728545289456305,3.987104301948052,4.078242158784612,4.425296330653474,4.184870387548958,4.373016312955337,4.390333530106258,4.036708603896104,57
935,4.193786566248992,4.470979670856937,4.428241569199019,3.7185613100950152,4.213447321714175,4.530683930285045,4.1871226201900305,3.5613678605700896,57
939,3.951146076146076,4.191993464052287,3.907901833872708,4.072420634920634,3.828456318914334,3.9506944444444447,4.002314814814815,4.152777777777779,19
973,3.6241031796841656,3.405662878787879,3.4182391219891217,3.7003905433646813,3.7570755853994493,3.1622651515151516,3.6352209595959595,3.3278314393939397,52
983,2.9348865042127,3.308866073020142,2.919968078550811,3.6352309837984857,3.4035627078632755,2.8389269489200775,3.8151989823202435,3.493770410891672,65
997,3.2001138050325992,3.0889293241274993,3.0862557340655052,3.5358792853970513,3.384507715153135,3.073409421489816,3.2723563936957945,3.435220666493789,66
1011,3.748349780999091,3.290758773594908,3.346860284262153,3.613448466993635,3.5921624448964824,2.5903454009809055,3.4722763207847245,3.4306908019618105,85
1038,3.079672615763728,4.011196393762183,3.12663656930968,3.8227222533283562,3.668505197288092,2.8083972953216367,3.9525637009189634,2.8339729532163744,85
1042,3.7443640350877194,3.9143333333333334,3.4668452380952384,3.8195614035087715,3.691126126126126,4.285833333333333,4.190555555555555,4.285833333333333,17
1099,4.241367460221034,4.491195633426027,4.494130422284018,4.452944660622914,4.798239126685205,3.6607970889506842,4.160797088950684,4.491195633426027,98
1137,2.5458545770401124,2.9891736669433455,2.3864377471645994,3.600557888981115,3.32476304766422,2.801029948888212,3.4826778671093526,3.228347333886691,61
1187,2.8320580880561033,3.8228624449298287,2.7973318068743667,3.114485734207025,2.7143891728657032,3.089660751638172,3.304321503276344,3.358643006552688,4
1201,3.4322159075309555,4.4944128709881115,4.311452413310271,4.383326047151102,4.365444844218642,3.7416193064821677,4.241619306482168,2.827746204321445,14
1203,2.944632177258097,3.5375283730441667,3.3317369242521497,4.0559171046928775,3.669248752597587,3.4756695968537317,3.8303005457268755,3.247400467765893,70
1220,3.977448981946412,3.9499660264223366,3.8230142552264605,4.109611464587192,3.9767820742595363,3.7124745198167526,3.724983013211168,3.4249490396335056,73
1223,3.8552983317899283,4.2769371949554,4.132518445110596,4.044823299708965,3.804049326050284,4.36616231697324,4.26616231697324,3.6654057924331003,74
1224,3.630885319316288,3.2653044441460795,4.096474343325847,3.9234686418427023,4.002498684758544,3.561217776584318,3.6037392588614394,4.061217776584318,45
1228,3.4274552570652075,3.2949884582537643,3.406910027916545,3.6944164573495373,3.489275995976266,3.4982704650127174,3.3262384582537643,3.6341589721691756,94
1243,2.9113807982740023,2.541358024691358,2.39744204636291,3.524814814814815,3.67119341563786,2.510628019323671,4.207407407407407,3.8111111111111113,16
1281,1.873329573026303,2.571351704364311,2.465496300768294,2.832162453603094,2.9607770951355055,2.6981095005481155,2.7554975841555063,2.656597100986607,22
1289,3.736908508439295,4.335436100577683,3.8143758328819013,4.128751665763802,3.614375832881901,3.7824271564909773,4.111812033525894,4.003154150866524,81
1307,3.736166936166936,3.8127255460588794,3.8336149208242234,4.024674399674399,3.7998139426710855,3.8935813641695995,3.974240265906933,3.849240265906933,46
1319,3.7607707035124487,4.105060898875758,4.126119810950505,4.42915683068558,4.284936401284026,3.5405043718074376,4.206506869983117,3.486387022470454,2
1337,3.377364415068663,4.141629405140435,3.7511878146528876,3.6991188847516248,3.629521680293739,3.283258810280869,2.8916294051404345,3.533258810280869,52
1342,3.680087536133088,3.1171227512273836,3.9293698200981906,4.196204770572288,3.9772066992850337,3.411415167484922,3.996061375613692,3.4921227512273836,24
1344,4.106766837979928,3.762777116775564,3.858968159539366,4.135036948903409,4.143587263815746,3.762777116775564,4.005110846710226,3.762777116775564,33
1358,3.708627110619731,3.962809294617414,3.573476161827177,3.9251427513618835,3.85527186722104,3.610742307081793,3.810742307081793,3.776855767704483,48
1361,2.3926218595307263,2.389327892960898,2.737154104789573,3.007163946480449,2.5348319732402245,3.0286557859217957,3.3524371906145305,3.5286557859217957,31
1401,2.808366930381082,2.1123859384817503,2.4840100346951464,3.085386328775943,2.90824685443283,3.094949343720304,3.385023575973338,3.214196791521487,31
1463,3.76848685420114,3.912554112554113,3.566699966699967,3.5427248677248677,3.290205627705628,3.5798534798534805,4.004232804232805,3.879761904761905,75
1477,3.6110558014289413,3.4510439384515315,3.504750057523833,3.9116534744584697,3.858328259407104,3.2617737846110426,3.562335097397539,3.358267372292349,5
1484,0.936113387978142,1.3395108695652174,1.3805133928571427,1.9014687499999998,1.556425925925926,1.8978289473684211,3.111447368421053,3.1731944444444444,34
1486,2.996577943150524,3.5746767793138763,3.413651997537366,3.6101990527393752,3.524953825616268,3.9366919482846905,3.3433459741423452,3.6866919482846905,7
1503,2.6587014700702283,3.0256482531284123,2.4722080498866212,2.9601787738905085,2.66575401324551,2.1311366213151928,3.6925028344671205,3.81416761148904,31
1533,3.9380688312123393,4.10654870227763,4.088608486442514,4.004643073788859,4.068665890823882,4.293254690407309,4.35654870227763,4.284823053416445,58
1588,3.4449825373619234,3.717958089668616,3.58575915096383,3.80369761208577,3.6371832358674463,3.1718323586744637,3.69416597048176,3.08979044834308,69
1650,4.14571991178324,4.3515579710144925,4.58515579710145,4.443079710144928,4.675129830917875,4.3515579710144925,4.567705314009661,4.1015579710144925,44
1652,3.8799633450491857,4.0905135656585685,3.924568233941754,3.9694578511758927,3.899036000979599,3.7219204376216575,3.9393120147693317,3.8897868211892606,26
1691,3.356555597924186,3.8811119584837215,3.7168769684847263,3.8044445654976746,3.8023480723383942,3.7177782619906976,3.6463496905621264,3.7561119584837215,15
1695,3.5838673997885864,3.6501814828148955,3.286380134801354,3.959757510547341,3.8284701789604183,3.616807819967141,4.008545063284045,3.2756351898521356,77
1711,3.128969887721418,3.3329427161985303,2.879877106437694,2.815299506694856,2.896384235919119,3.288248766737139,2.788248766737139,3.288248766737139,76
1735,3.736201325330766,3.808557814447218,3.814439150062807,3.8327186091936842,3.882700127057582,3.579952350565264,3.829952350565264,3.829952350565264,45
1745,3.145036956612519,3.78425974025974,3.369044570453021,3.6116473000683533,3.5479674171981865,3.581055452484024,3.7752705627705625,3.4079420579420576,70
1820,3.24588086156268,3.8372412309912307,3.6511723692973694,3.7710344143036454,3.50080853054991,4.174482461982461,4.755861846486846,4.011723692973693,60
1822,3.072545383929565,4.113657596731986,3.09287602640296,4.024955453636884,3.782251384450505,3.75214718752213,3.3962312946776323,3.818404765685857,96
1837,3.8678625869825707,3.637022717955689,3.5447856639056474,4.090970879808347,3.9328493076927624,3.582213630773414,4.102767038466767,4.205534076933533,17
1857,3.932703638953639,3.9727605727605724,3.9610893171868784,3.683080138252552,3.8926287548929057,3.8435231435231434,3.968220668220668,3.8273310023310025,46
1866,3.233764416991996,2.981269625603865,3.0200868120071016,3.751451550794651,3.7008531648001757,2.967507850241546,3.7350157004830917,3.418769625603865,42
1883,3.4161963310130394,3.1478532405215818,3.378453838487615,3.4413088734202635,3.7241773709248966,2.899386640149023,3.1478532405215818,3.098568827014388,40
1920,2.888403343218828,2.9668015161794368,2.6299416854316044,3.2924947674382463,3.190403509135031,2.628262570933738,3.4566798328219552,2.974328789820418,4
1946,4.074446946327691,4.49815648775897,3.9232436515623226,3.697787785310763,3.828365206660727,3.738938926553816,3.825959284369211,3.738938926553816,26
1955,2.979613546742032,2.6545049872507485,3.2618546316586827,3.7152745408184544,3.6983599973847685,3.078679966001996,3.559009974501497,3.868019949002994,42
1963,3.659509881141947,3.812911714247801,3.3177426428539833,4.248198092433629,3.5328599176736173,2.715415015860378,4.219367571371702,3.6043039047492664,78
1977,2.774332034276546,3.132494858174611,2.499336467922851,3.0966782862657407,2.871601641462231,2.3345044196786806,3.051048657630421,2.391175295563138,22
1991,3.532182546806814,3.672271279965887,3.626933832862548,3.80586183998513,3.790816548128682,3.742861175942008,4.32143529323668,3.7143058797100403,87
2003,3.558885011488615,4.170034785552414,3.7115108815306277,3.9084833342736873,3.9022354488739843,3.7785745479165644,3.9794424283457888,3.9944250042315947,0
2004,3.156441203386795,3.933531693749085,3.11602380324989,3.627169074681971,3.5000199691693705,3.2391951175268754,3.9169146171863565,3.7085812838530234,50
2036,3.9052418556790567,3.4707650516672706,4.087197503690519,4.122563754305606,4.144391456424264,4.470765051667271,4.088306020666908,3.9707650516672706,74
2054,3.288536934059606,3.4782500394490654,3.439142965843521,3.7106704599248723,3.692474930062281,3.2182211766052298,3.7266964708382844,3.444916706115732,70
2088,3.47835048277406,4.17061843683822,4.217672945861331,3.891523402336591,3.651185531051466,2.5118553105146586,3.7618553105146586,4.011855310514658,10
2141,4.393686804336295,4.554220531011422,4.23996197642333,4.5303634973663955,4.65834872314612,4.345670830198091,4.12954371707995,4.12954371707995,98
2165,3.032998702108338,3.3476219551497626,3.2037229482710767,3.2578533142481256,3.1533235066263217,2.697146346179715,3.4935144231357156,3.374390252033991,68
2177,3.359482337342842,3.4682876462200163,3.402272119480495,3.640607432135625,3.7355317848205396,2.8945741391624926,3.5361863643778806,3.3360919486451612,85
2186,2.645330568124686,3.7059294871794872,3.589328110161443,3.75770757020757,3.0931394993894994,2.2059294871794872,3.470619658119658,3.9559294871794872,20
2210,3.390948111094652,3.1097411925739387,3.725469286413535,3.8216323680380677,4.055370431428911,3.57305894430454,4.07305894430454,4.07305894430454,55
2274,2.560307242831709,3.2982492186406773,2.65235513978537,2.549343456990254,2.8498455192918244,2.697373827961016,2.947373827961016,2.447373827961016,22
2287,3.285168153102936,2.8350942460317463,2.4096664186507932,2.7110838779956428,2.8097038263428993,3.0774305555555554,2.5637731481481483,2.9050213675213676,76
2324,4.309726423402382,4.56911087605774,4.34705543802887,4.356370292019246,4.214013044242088,4.136859133897461,3.8509623361539735,4.2764435042309605,13
2345,3.362021250308871,3.760300751879699,3.1985308362931866,3.5022328548644337,3.493995552260934,3.167655502392344,3.6610526315789476,3.734502923976608,62
